Treatment,Env,Line,seedwt,TreatmentName,seedwtzeros,water,fertilizer,spacing,stress_intensity
2,5,Mo17,4.544,UCN,4.544,drought,standardN,dense,1
3,5,Mo17,4.916,PCZ,4.916,drought,standardN,dense,1
4,5,Mo17,4.458,GA,4.458,drought,standardN,dense,1
5,5,Mo17,5.269,PACGA,5.269,drought,standardN,dense,1
6,5,Mo17,4.967,nohormone,4.967,drought,standardN,dense,1
1,3,Oh43,5.844,PAC,5.844,drought,standardN,regular,1
2,3,Oh43,,UCN,0,drought,standardN,regular,1
3,3,Oh43,,PCZ,0,drought,standardN,regular,1
4,3,Oh43,3.936,GA,3.936,drought,standardN,regular,1
5,3,Oh43,,PACGA,0,drought,standardN,regular,1
6,3,Oh43,,nohormone,0,drought,standardN,regular,1
1,3,Mo276,5.388,PAC,5.388,drought,standardN,regular,1
2,3,Mo276,6.166,UCN,6.166,drought,standardN,regular,1
3,3,Mo276,5.298,PCZ,5.298,drought,standardN,regular,1
4,3,Mo276,5.384,GA,5.384,drought,standardN,regular,1
5,3,Mo276,5.68,PACGA,5.68,drought,standardN,regular,1
6,3,Mo276,5.8,nohormone,5.8,drought,standardN,regular,1
1,3,LH132,5.45,PAC,5.45,drought,standardN,regular,1
2,3,LH132,,UCN,0,drought,standardN,regular,1
3,3,LH132,5.726,PCZ,5.726,drought,standardN,regular,1
4,3,LH132,5.642,GA,5.642,drought,standardN,regular,1
5,3,LH132,,PACGA,0,drought,standardN,regular,1
6,3,LH132,6.6,nohormone,6.6,drought,standardN,regular,1
1,5,Oh43,4.254,PAC,4.254,drought,standardN,dense,1
2,5,Oh43,,UCN,0,drought,standardN,dense,1
3,5,Oh43,,PCZ,0,drought,standardN,dense,1
4,5,Oh43,,GA,0,drought,standardN,dense,1
5,5,Oh43,3.91,PACGA,3.91,drought,standardN,dense,1
6,5,Oh43,,nohormone,0,drought,standardN,dense,1
1,5,Mo276,,PAC,0,drought,standardN,dense,1
2,5,Mo276,3.532,UCN,3.532,drought,standardN,dense,1
3,5,Mo276,3.315,PCZ,3.315,drought,standardN,dense,1
4,5,Mo276,4.211,GA,4.211,drought,standardN,dense,1
5,5,Mo276,4.38,PACGA,4.38,drought,standardN,dense,1
6,5,Mo276,4.396,nohormone,4.396,drought,standardN,dense,1
1,5,LH132,,PAC,0,drought,standardN,dense,1
2,5,LH132,,UCN,0,drought,standardN,dense,1
3,5,LH132,,PCZ,0,drought,standardN,dense,1
4,5,LH132,4.414,GA,4.414,drought,standardN,dense,1
5,5,LH132,4.245,PACGA,4.245,drought,standardN,dense,1
6,5,LH132,5.427,nohormone,5.427,drought,standardN,dense,1
1,3,CML103,4.013,PAC,4.013,drought,standardN,regular,1
2,3,CML103,4.106,UCN,4.106,drought,standardN,regular,1
3,3,CML103,3.924,PCZ,3.924,drought,standardN,regular,1
4,3,CML103,3.718,GA,3.718,drought,standardN,regular,1
5,3,CML103,0,PACGA,0,drought,standardN,regular,1
6,3,CML103,3.382,nohormone,3.382,drought,standardN,regular,1
1,3,Mo360,3.848,PAC,3.848,drought,standardN,regular,1
2,3,Mo360,3.712,UCN,3.712,drought,standardN,regular,1
3,3,Mo360,4.159,PCZ,4.159,drought,standardN,regular,1
4,3,Mo360,3.342,GA,3.342,drought,standardN,regular,1
5,3,Mo360,3.063,PACGA,3.063,drought,standardN,regular,1
6,3,Mo360,3.366,nohormone,3.366,drought,standardN,regular,1
1,3,B73,4.206,PAC,4.206,drought,standardN,regular,1
2,3,B73,4.029,UCN,4.029,drought,standardN,regular,1
3,3,B73,4.284,PCZ,4.284,drought,standardN,regular,1
4,3,B73,4.271,GA,4.271,drought,standardN,regular,1
5,3,B73,4.355,PACGA,4.355,drought,standardN,regular,1
6,3,B73,3.802,nohormone,3.802,drought,standardN,regular,1
1,5,CML103,4.834,PAC,4.834,drought,standardN,dense,1
2,5,CML103,5.231,UCN,5.231,drought,standardN,dense,1
3,5,CML103,4.336,PCZ,4.336,drought,standardN,dense,1
4,5,CML103,5.212,GA,5.212,drought,standardN,dense,1
5,5,CML103,4.344,PACGA,4.344,drought,standardN,dense,1
6,5,CML103,3.654,nohormone,3.654,drought,standardN,dense,1
1,5,Mo360,4.027,PAC,4.027,drought,standardN,dense,1
2,5,Mo360,,UCN,0,drought,standardN,dense,1
3,5,Mo360,0,PCZ,0,drought,standardN,dense,1
4,5,Mo360,,GA,0,drought,standardN,dense,1
5,5,Mo360,4.119,PACGA,4.119,drought,standardN,dense,1
6,5,Mo360,,nohormone,0,drought,standardN,dense,1
1,5,B73,3.441,PAC,3.441,drought,standardN,dense,1
2,5,B73,4.401,UCN,4.401,drought,standardN,dense,1
3,5,B73,4.84,PCZ,4.84,drought,standardN,dense,1
4,5,B73,3.683,GA,3.683,drought,standardN,dense,1
5,5,B73,4.028,PACGA,4.028,drought,standardN,dense,1
6,5,B73,0,nohormone,0,drought,standardN,dense,1
1,3,Mo298,0,PAC,0,drought,standardN,regular,1
2,3,Mo298,4.666,UCN,4.666,drought,standardN,regular,1
3,3,Mo298,4.04,PCZ,4.04,drought,standardN,regular,1
4,3,Mo298,3.699,GA,3.699,drought,standardN,regular,1
5,3,Mo298,5.126,PACGA,5.126,drought,standardN,regular,1
6,3,Mo298,3.204,nohormone,3.204,drought,standardN,regular,1
1,3,Mo352,3.252,PAC,3.252,drought,standardN,regular,1
2,3,Mo352,5.051,UCN,5.051,drought,standardN,regular,1
3,3,Mo352,0,PCZ,0,drought,standardN,regular,1
4,3,Mo352,4.378,GA,4.378,drought,standardN,regular,1
5,3,Mo352,4.855,PACGA,4.855,drought,standardN,regular,1
6,3,Mo352,4.933,nohormone,4.933,drought,standardN,regular,1
1,5,Mo298,,PAC,0,drought,standardN,dense,1
2,5,Mo298,4.962,UCN,4.962,drought,standardN,dense,1
3,5,Mo298,3.867,PCZ,3.867,drought,standardN,dense,1
4,5,Mo298,3.662,GA,3.662,drought,standardN,dense,1
5,5,Mo298,0,PACGA,0,drought,standardN,dense,1
6,5,Mo298,3.74,nohormone,3.74,drought,standardN,dense,1
1,5,Mo352,4.152,PAC,4.152,drought,standardN,dense,1
2,5,Mo352,5.307,UCN,5.307,drought,standardN,dense,1
3,5,Mo352,3.536,PCZ,3.536,drought,standardN,dense,1
4,5,Mo352,6.6,GA,6.6,drought,standardN,dense,1
5,5,Mo352,5.044,PACGA,5.044,drought,standardN,dense,1
6,5,Mo352,5.23,nohormone,5.23,drought,standardN,dense,1
1,3,Mo360,,PAC,0,drought,standardN,regular,1
2,3,Mo360,4.355,UCN,4.355,drought,standardN,regular,1
3,3,Mo360,4.1,PCZ,4.1,drought,standardN,regular,1
4,3,Mo360,4.828,GA,4.828,drought,standardN,regular,1
5,3,Mo360,4.557,PACGA,4.557,drought,standardN,regular,1
6,3,Mo360,4.493,nohormone,4.493,drought,standardN,regular,1
1,3,Mo276,5.289,PAC,5.289,drought,standardN,regular,1
2,3,Mo276,4.965,UCN,4.965,drought,standardN,regular,1
3,3,Mo276,0,PCZ,0,drought,standardN,regular,1
4,3,Mo276,5.004,GA,5.004,drought,standardN,regular,1
5,3,Mo276,5.189,PACGA,5.189,drought,standardN,regular,1
6,3,Mo276,5.289,nohormone,5.289,drought,standardN,regular,1
1,5,Mo360,5.347,PAC,5.347,drought,standardN,dense,1
2,5,Mo360,5.153,UCN,5.153,drought,standardN,dense,1
3,5,Mo360,4.132,PCZ,4.132,drought,standardN,dense,1
4,5,Mo360,4.969,GA,4.969,drought,standardN,dense,1
5,5,Mo360,4.001,PACGA,4.001,drought,standardN,dense,1
6,5,Mo360,4.403,nohormone,4.403,drought,standardN,dense,1
1,5,Mo276,5.214,PAC,5.214,drought,standardN,dense,1
2,5,Mo276,4.522,UCN,4.522,drought,standardN,dense,1
3,5,Mo276,5.441,PCZ,5.441,drought,standardN,dense,1
4,5,Mo276,4.083,GA,4.083,drought,standardN,dense,1
5,5,Mo276,4.395,PACGA,4.395,drought,standardN,dense,1
6,5,Mo276,4.791,nohormone,4.791,drought,standardN,dense,1
1,4,Oh7B,0,PAC,0,full,lowN,regular,1
2,4,Oh7B,,UCN,0,full,lowN,regular,1
3,4,Oh7B,0,PCZ,0,full,lowN,regular,1
4,4,Oh7B,0,GA,0,full,lowN,regular,1
5,4,Oh7B,0,PACGA,0,full,lowN,regular,1
6,4,Oh7B,0,nohormone,0,full,lowN,regular,1
1,4,Mo276,3.608,PAC,3.608,full,lowN,regular,1
2,4,Mo276,2.745,UCN,2.745,full,lowN,regular,1
3,4,Mo276,0,PCZ,0,full,lowN,regular,1
4,4,Mo276,,GA,0,full,lowN,regular,1
5,4,Mo276,0,PACGA,0,full,lowN,regular,1
6,4,Mo276,4.428,nohormone,4.428,full,lowN,regular,1
1,4,Mo287,,PAC,0,full,lowN,regular,1
2,4,Mo287,,UCN,0,full,lowN,regular,1
3,4,Mo287,5.041,PCZ,5.041,full,lowN,regular,1
4,4,Mo287,0,GA,0,full,lowN,regular,1
5,4,Mo287,,PACGA,0,full,lowN,regular,1
6,4,Mo287,2.824,nohormone,2.824,full,lowN,regular,1
1,6,Oh7B,3.102,PAC,3.102,full,lowN,dense,2
2,6,Oh7B,,UCN,0,full,lowN,dense,2
3,6,Oh7B,,PCZ,0,full,lowN,dense,2
4,6,Oh7B,,GA,0,full,lowN,dense,2
5,6,Oh7B,,PACGA,0,full,lowN,dense,2
6,6,Oh7B,,nohormone,0,full,lowN,dense,2
1,6,Mo276,0,PAC,0,full,lowN,dense,2
2,6,Mo276,0,UCN,0,full,lowN,dense,2
3,6,Mo276,0,PCZ,0,full,lowN,dense,2
4,6,Mo276,3.512,GA,3.512,full,lowN,dense,2
5,6,Mo276,,PACGA,0,full,lowN,dense,2
6,6,Mo276,,nohormone,0,full,lowN,dense,2
1,6,Mo287,2.735,PAC,2.735,full,lowN,dense,2
2,6,Mo287,,UCN,0,full,lowN,dense,2
3,6,Mo287,,PCZ,0,full,lowN,dense,2
4,6,Mo287,,GA,0,full,lowN,dense,2
5,6,Mo287,,PACGA,0,full,lowN,dense,2
6,6,Mo287,,nohormone,0,full,lowN,dense,2
1,4,LH132,3.874,PAC,3.874,full,lowN,regular,1
2,4,LH132,,UCN,0,full,lowN,regular,1
3,4,LH132,4.1,PCZ,4.1,full,lowN,regular,1
4,4,LH132,,GA,0,full,lowN,regular,1
5,4,LH132,3.623,PACGA,3.623,full,lowN,regular,1
6,4,LH132,,nohormone,0,full,lowN,regular,1
1,4,Mo17,4.269,PAC,4.269,full,lowN,regular,1
2,4,Mo17,3.714,UCN,3.714,full,lowN,regular,1
3,4,Mo17,0,PCZ,0,full,lowN,regular,1
4,4,Mo17,,GA,0,full,lowN,regular,1
5,4,Mo17,4.595,PACGA,4.595,full,lowN,regular,1
6,4,Mo17,4.059,nohormone,4.059,full,lowN,regular,1
1,4,Mo17,3.831,PAC,3.831,full,lowN,regular,1
2,4,Mo17,4.566,UCN,4.566,full,lowN,regular,1
3,4,Mo17,,PCZ,0,full,lowN,regular,1
4,4,Mo17,3.886,GA,3.886,full,lowN,regular,1
5,4,Mo17,4.156,PACGA,4.156,full,lowN,regular,1
6,4,Mo17,,nohormone,0,full,lowN,regular,1
1,6,LH132,,PAC,0,full,lowN,dense,2
2,6,LH132,,UCN,0,full,lowN,dense,2
3,6,LH132,,PCZ,0,full,lowN,dense,2
4,6,LH132,0,GA,0,full,lowN,dense,2
5,6,LH132,,PACGA,0,full,lowN,dense,2
6,6,LH132,,nohormone,0,full,lowN,dense,2
1,6,Mo17,0,PAC,0,full,lowN,dense,2
2,6,Mo17,0,UCN,0,full,lowN,dense,2
3,6,Mo17,,PCZ,0,full,lowN,dense,2
4,6,Mo17,,GA,0,full,lowN,dense,2
5,6,Mo17,,PACGA,0,full,lowN,dense,2
6,6,Mo17,,nohormone,0,full,lowN,dense,2
1,6,Mo17,,PAC,0,full,lowN,dense,2
2,6,Mo17,,UCN,0,full,lowN,dense,2
3,6,Mo17,,PCZ,0,full,lowN,dense,2
4,6,Mo17,,GA,0,full,lowN,dense,2
5,6,Mo17,,PACGA,0,full,lowN,dense,2
6,6,Mo17,,nohormone,0,full,lowN,dense,2
1,4,Mo287,4.551,PAC,4.551,full,lowN,regular,1
2,4,Mo287,,UCN,0,full,lowN,regular,1
3,4,Mo287,,PCZ,0,full,lowN,regular,1
4,4,Mo287,,GA,0,full,lowN,regular,1
5,4,Mo287,,PACGA,0,full,lowN,regular,1
6,4,Mo287,3.978,nohormone,3.978,full,lowN,regular,1
1,4,Oh7B,4.88,PAC,4.88,full,lowN,regular,1
2,4,Oh7B,,UCN,0,full,lowN,regular,1
3,4,Oh7B,0,PCZ,0,full,lowN,regular,1
4,4,Oh7B,0,GA,0,full,lowN,regular,1
5,4,Oh7B,0,PACGA,0,full,lowN,regular,1
6,4,Oh7B,0,nohormone,0,full,lowN,regular,1
1,4,Mo360,4.686,PAC,4.686,full,lowN,regular,1
2,4,Mo360,3.926,UCN,3.926,full,lowN,regular,1
3,4,Mo360,3.793,PCZ,3.793,full,lowN,regular,1
4,4,Mo360,4.159,GA,4.159,full,lowN,regular,1
5,4,Mo360,4.344,PACGA,4.344,full,lowN,regular,1
6,4,Mo360,0,nohormone,0,full,lowN,regular,1
1,6,Mo287,,PAC,,full,lowN,dense,2
2,6,Mo287,,UCN,,full,lowN,dense,2
3,6,Mo287,,PCZ,,full,lowN,dense,2
4,6,Mo287,,GA,,full,lowN,dense,2
5,6,Mo287,,PACGA,,full,lowN,dense,2
6,6,Mo287,,nohormone,,full,lowN,dense,2
1,6,Oh7B,,PAC,0,full,lowN,dense,2
2,6,Oh7B,,UCN,0,full,lowN,dense,2
3,6,Oh7B,,PCZ,0,full,lowN,dense,2
4,6,Oh7B,,GA,0,full,lowN,dense,2
5,6,Oh7B,,PACGA,0,full,lowN,dense,2
6,6,Oh7B,,nohormone,0,full,lowN,dense,2
1,6,Mo360,0,PAC,0,full,lowN,dense,2
2,6,Mo360,,UCN,0,full,lowN,dense,2
3,6,Mo360,,PCZ,0,full,lowN,dense,2
4,6,Mo360,3.472,GA,3.472,full,lowN,dense,2
5,6,Mo360,2.778,PACGA,2.778,full,lowN,dense,2
6,6,Mo360,,nohormone,0,full,lowN,dense,2
1,4,Mo017,2.767,PAC,2.767,full,lowN,regular,1
2,4,Mo017,2.841,UCN,2.841,full,lowN,regular,1
3,4,Mo017,3.654,PCZ,3.654,full,lowN,regular,1
4,4,Mo017,0,GA,0,full,lowN,regular,1
5,4,Mo017,2.882,PACGA,2.882,full,lowN,regular,1
6,4,Mo017,2.941,nohormone,2.941,full,lowN,regular,1
1,4,Mo298,,PAC,0,full,lowN,regular,1
2,4,Mo298,0,UCN,0,full,lowN,regular,1
3,4,Mo298,2.686,PCZ,2.686,full,lowN,regular,1
4,4,Mo298,3.729,GA,3.729,full,lowN,regular,1
5,4,Mo298,4.122,PACGA,4.122,full,lowN,regular,1
6,4,Mo298,3.864,nohormone,3.864,full,lowN,regular,1
1,4,Oh7B,0,PAC,0,full,lowN,regular,1
2,4,Oh7B,0,UCN,0,full,lowN,regular,1
3,4,Oh7B,,PCZ,0,full,lowN,regular,1
4,4,Oh7B,2.838,GA,2.838,full,lowN,regular,1
5,4,Oh7B,2.836,PACGA,2.836,full,lowN,regular,1
6,4,Oh7B,0,nohormone,0,full,lowN,regular,1
1,6,Mo017,2.586,PAC,2.586,full,lowN,dense,2
2,6,Mo017,,UCN,0,full,lowN,dense,2
3,6,Mo017,,PCZ,0,full,lowN,dense,2
4,6,Mo017,2.552,GA,2.552,full,lowN,dense,2
5,6,Mo017,0,PACGA,0,full,lowN,dense,2
6,6,Mo017,0,nohormone,0,full,lowN,dense,2
1,6,Mo298,,PAC,0,full,lowN,dense,2
2,6,Mo298,,UCN,0,full,lowN,dense,2
3,6,Mo298,,PCZ,0,full,lowN,dense,2
4,6,Mo298,,GA,0,full,lowN,dense,2
5,6,Mo298,,PACGA,0,full,lowN,dense,2
6,6,Mo298,,nohormone,0,full,lowN,dense,2
1,6,Oh7B,,PAC,0,full,lowN,dense,2
2,6,Oh7B,,UCN,0,full,lowN,dense,2
3,6,Oh7B,,PCZ,0,full,lowN,dense,2
4,6,Oh7B,,GA,0,full,lowN,dense,2
5,6,Oh7B,,PACGA,0,full,lowN,dense,2
6,6,Oh7B,,nohormone,0,full,lowN,dense,2
1,4,Mo352,3.905,PAC,3.905,full,lowN,regular,1
2,4,Mo352,0,UCN,0,full,lowN,regular,1
3,4,Mo352,,PCZ,0,full,lowN,regular,1
4,4,Mo352,4.095,GA,4.095,full,lowN,regular,1
5,4,Mo352,3.866,PACGA,3.866,full,lowN,regular,1
6,4,Mo352,3.949,nohormone,3.949,full,lowN,regular,1
1,4,Mo352,3.086,PAC,3.086,full,lowN,regular,1
2,4,Mo352,4.137,UCN,4.137,full,lowN,regular,1
3,4,Mo352,4.769,PCZ,4.769,full,lowN,regular,1
4,4,Mo352,,GA,0,full,lowN,regular,1
5,4,Mo352,3.796,PACGA,3.796,full,lowN,regular,1
6,4,Mo352,4.495,nohormone,4.495,full,lowN,regular,1
1,4,Mo17,,PAC,0,full,lowN,regular,1
2,4,Mo17,,UCN,0,full,lowN,regular,1
3,4,Mo17,3.064,PCZ,3.064,full,lowN,regular,1
4,4,Mo17,,GA,0,full,lowN,regular,1
5,4,Mo17,,PACGA,0,full,lowN,regular,1
6,4,Mo17,,nohormone,0,full,lowN,regular,1
1,6,Mo352,3.468,PAC,3.468,full,lowN,dense,2
2,6,Mo352,0,UCN,0,full,lowN,dense,2
3,6,Mo352,3.706,PCZ,3.706,full,lowN,dense,2
4,6,Mo352,,GA,0,full,lowN,dense,2
5,6,Mo352,,PACGA,0,full,lowN,dense,2
6,6,Mo352,3.232,nohormone,3.232,full,lowN,dense,2
1,6,Mo352,3.154,PAC,3.154,full,lowN,dense,2
2,6,Mo352,,UCN,0,full,lowN,dense,2
3,6,Mo352,,PCZ,0,full,lowN,dense,2
4,6,Mo352,,GA,0,full,lowN,dense,2
5,6,Mo352,,PACGA,0,full,lowN,dense,2
6,6,Mo352,,nohormone,0,full,lowN,dense,2
1,6,Mo17,,PAC,,full,lowN,dense,2
2,6,Mo17,,UCN,,full,lowN,dense,2
3,6,Mo17,,PCZ,,full,lowN,dense,2
4,6,Mo17,,GA,,full,lowN,dense,2
5,6,Mo17,,PACGA,,full,lowN,dense,2
6,6,Mo17,,nohormone,,full,lowN,dense,2
1,4,Oh7B,0,PAC,0,full,lowN,regular,1
2,4,Oh7B,0,UCN,0,full,lowN,regular,1
3,4,Oh7B,,PCZ,0,full,lowN,regular,1
4,4,Oh7B,3.519,GA,3.519,full,lowN,regular,1
5,4,Oh7B,0,PACGA,0,full,lowN,regular,1
6,4,Oh7B,0,nohormone,0,full,lowN,regular,1
1,4,B73,,PAC,0,full,lowN,regular,1
2,4,B73,,UCN,0,full,lowN,regular,1
3,4,B73,3.172,PCZ,3.172,full,lowN,regular,1
4,4,B73,0,GA,0,full,lowN,regular,1
5,4,B73,0,PACGA,0,full,lowN,regular,1
6,4,B73,4.132,nohormone,4.132,full,lowN,regular,1
1,6,Oh7B,,PAC,0,full,lowN,dense,2
2,6,Oh7B,,UCN,0,full,lowN,dense,2
3,6,Oh7B,,PCZ,0,full,lowN,dense,2
4,6,Oh7B,,GA,0,full,lowN,dense,2
5,6,Oh7B,,PACGA,0,full,lowN,dense,2
6,6,Oh7B,,nohormone,0,full,lowN,dense,2
1,6,B73,,PAC,0,full,lowN,dense,2
2,6,B73,,UCN,0,full,lowN,dense,2
3,6,B73,,PCZ,0,full,lowN,dense,2
4,6,B73,,GA,0,full,lowN,dense,2
5,6,B73,,PACGA,0,full,lowN,dense,2
6,6,B73,,nohormone,0,full,lowN,dense,2
1,4,Mo276,0,PAC,0,full,lowN,regular,1
2,4,Mo276,,UCN,0,full,lowN,regular,1
3,4,Mo276,,PCZ,0,full,lowN,regular,1
4,4,Mo276,0,GA,0,full,lowN,regular,1
5,4,Mo276,0,PACGA,0,full,lowN,regular,1
6,4,Mo276,0,nohormone,0,full,lowN,regular,1
1,4,CML103,3.545,PAC,3.545,full,lowN,regular,1
2,4,CML103,0,UCN,0,full,lowN,regular,1
3,4,CML103,3.097,PCZ,3.097,full,lowN,regular,1
4,4,CML103,2.375,GA,2.375,full,lowN,regular,1
5,4,CML103,,PACGA,0,full,lowN,regular,1
6,4,CML103,2.833,nohormone,2.833,full,lowN,regular,1
1,4,B73,,PAC,0,full,lowN,regular,1
2,4,B73,4.853,UCN,4.853,full,lowN,regular,1
3,4,B73,,PCZ,0,full,lowN,regular,1
4,4,B73,,GA,0,full,lowN,regular,1
5,4,B73,,PACGA,0,full,lowN,regular,1
6,4,B73,,nohormone,0,full,lowN,regular,1
1,6,Mo276,,PAC,0,full,lowN,dense,2
2,6,Mo276,,UCN,0,full,lowN,dense,2
3,6,Mo276,,PCZ,0,full,lowN,dense,2
4,6,Mo276,,GA,0,full,lowN,dense,2
5,6,Mo276,,PACGA,0,full,lowN,dense,2
6,6,Mo276,,nohormone,0,full,lowN,dense,2
1,6,CML103,3.121,PAC,3.121,full,lowN,dense,2
2,6,CML103,,UCN,0,full,lowN,dense,2
3,6,CML103,2.562,PCZ,2.562,full,lowN,dense,2
4,6,CML103,,GA,0,full,lowN,dense,2
5,6,CML103,2.832,PACGA,2.832,full,lowN,dense,2
6,6,CML103,0,nohormone,0,full,lowN,dense,2
1,6,B73,,PAC,0,full,lowN,dense,2
2,6,B73,,UCN,0,full,lowN,dense,2
3,6,B73,,PCZ,0,full,lowN,dense,2
4,6,B73,,GA,0,full,lowN,dense,2
5,6,B73,,PACGA,0,full,lowN,dense,2
6,6,B73,,nohormone,0,full,lowN,dense,2
1,4,Mo352,2.221,PAC,2.221,full,lowN,regular,1
2,4,Mo352,0,UCN,0,full,lowN,regular,1
3,4,Mo352,,PCZ,0,full,lowN,regular,1
4,4,Mo352,0,GA,0,full,lowN,regular,1
5,4,Mo352,4.284,PACGA,4.284,full,lowN,regular,1
6,4,Mo352,0,nohormone,0,full,lowN,regular,1
1,4,CML103,3.007,PAC,3.007,full,lowN,regular,1
2,4,CML103,0,UCN,0,full,lowN,regular,1
3,4,CML103,2.518,PCZ,2.518,full,lowN,regular,1
4,4,CML103,0,GA,0,full,lowN,regular,1
5,4,CML103,0,PACGA,0,full,lowN,regular,1
6,4,CML103,2.641,nohormone,2.641,full,lowN,regular,1
1,4,Mo017,0,PAC,0,full,lowN,regular,1
2,4,Mo017,,UCN,0,full,lowN,regular,1
3,4,Mo017,,PCZ,0,full,lowN,regular,1
4,4,Mo017,,GA,0,full,lowN,regular,1
5,4,Mo017,0,PACGA,0,full,lowN,regular,1
6,4,Mo017,0,nohormone,0,full,lowN,regular,1
1,6,Mo352,,PAC,0,full,lowN,dense,2
2,6,Mo352,,UCN,0,full,lowN,dense,2
3,6,Mo352,,PCZ,0,full,lowN,dense,2
4,6,Mo352,,GA,0,full,lowN,dense,2
5,6,Mo352,,PACGA,0,full,lowN,dense,2
6,6,Mo352,2.621,nohormone,2.621,full,lowN,dense,2
1,6,CML103,,PAC,0,full,lowN,dense,2
2,6,CML103,0,UCN,0,full,lowN,dense,2
3,6,CML103,2.505,PCZ,2.505,full,lowN,dense,2
4,6,CML103,0,GA,0,full,lowN,dense,2
5,6,CML103,0,PACGA,0,full,lowN,dense,2
6,6,CML103,0,nohormone,0,full,lowN,dense,2
1,6,Mo017,,PAC,0,full,lowN,dense,2
2,6,Mo017,,UCN,0,full,lowN,dense,2
3,6,Mo017,,PCZ,0,full,lowN,dense,2
4,6,Mo017,,GA,0,full,lowN,dense,2
5,6,Mo017,,PACGA,0,full,lowN,dense,2
6,6,Mo017,0,nohormone,0,full,lowN,dense,2
1,4,Oh43,,PAC,0,full,lowN,regular,1
2,4,Oh43,,UCN,0,full,lowN,regular,1
3,4,Oh43,,PCZ,0,full,lowN,regular,1
4,4,Oh43,0,GA,0,full,lowN,regular,1
5,4,Oh43,0,PACGA,0,full,lowN,regular,1
6,4,Oh43,,nohormone,0,full,lowN,regular,1
1,4,Mo352,0,PAC,0,full,lowN,regular,1
2,4,Mo352,,UCN,0,full,lowN,regular,1
3,4,Mo352,,PCZ,0,full,lowN,regular,1
4,4,Mo352,3.789,GA,3.789,full,lowN,regular,1
5,4,Mo352,3.102,PACGA,3.102,full,lowN,regular,1
6,4,Mo352,3.375,nohormone,3.375,full,lowN,regular,1
1,4,Mo017,,PAC,0,full,lowN,regular,1
2,4,Mo017,,UCN,0,full,lowN,regular,1
3,4,Mo017,,PCZ,0,full,lowN,regular,1
4,4,Mo017,,GA,0,full,lowN,regular,1
5,4,Mo017,2.65,PACGA,2.65,full,lowN,regular,1
6,4,Mo017,,nohormone,0,full,lowN,regular,1
1,6,Mo352,,PAC,0,full,lowN,dense,2
2,6,Mo352,0,UCN,0,full,lowN,dense,2
3,6,Mo352,,PCZ,0,full,lowN,dense,2
4,6,Mo352,,GA,0,full,lowN,dense,2
5,6,Mo352,,PACGA,0,full,lowN,dense,2
6,6,Mo352,,nohormone,0,full,lowN,dense,2
1,6,Mo017,,PAC,0,full,lowN,dense,2
2,6,Mo017,,UCN,0,full,lowN,dense,2
3,6,Mo017,,PCZ,0,full,lowN,dense,2
4,6,Mo017,0,GA,0,full,lowN,dense,2
5,6,Mo017,,PACGA,0,full,lowN,dense,2
6,6,Mo017,,nohormone,0,full,lowN,dense,2
1,4,Oh7B,0,PAC,0,full,lowN,regular,1
2,4,Oh7B,,UCN,0,full,lowN,regular,1
3,4,Oh7B,0,PCZ,0,full,lowN,regular,1
4,4,Oh7B,,GA,0,full,lowN,regular,1
5,4,Oh7B,0,PACGA,0,full,lowN,regular,1
6,4,Oh7B,,nohormone,0,full,lowN,regular,1
1,4,B73,3.322,PAC,3.322,full,lowN,regular,1
2,4,B73,,UCN,0,full,lowN,regular,1
3,4,B73,,PCZ,0,full,lowN,regular,1
4,4,B73,,GA,0,full,lowN,regular,1
5,4,B73,4.433,PACGA,4.433,full,lowN,regular,1
6,4,B73,0,nohormone,0,full,lowN,regular,1
1,6,Oh7B,,PAC,0,full,lowN,dense,2
2,6,Oh7B,,UCN,0,full,lowN,dense,2
3,6,Oh7B,,PCZ,0,full,lowN,dense,2
4,6,Oh7B,,GA,0,full,lowN,dense,2
5,6,Oh7B,,PACGA,0,full,lowN,dense,2
6,6,Oh7B,,nohormone,0,full,lowN,dense,2
1,6,B73,,PAC,0,full,lowN,dense,2
2,6,B73,,UCN,0,full,lowN,dense,2
3,6,B73,,PCZ,0,full,lowN,dense,2
4,6,B73,,GA,0,full,lowN,dense,2
5,6,B73,,PACGA,0,full,lowN,dense,2
6,6,B73,,nohormone,0,full,lowN,dense,2
1,4,Mo360,4.089,PAC,4.089,full,lowN,regular,1
2,4,Mo360,3.003,UCN,3.003,full,lowN,regular,1
3,4,Mo360,3.541,PCZ,3.541,full,lowN,regular,1
4,4,Mo360,4.016,GA,4.016,full,lowN,regular,1
5,4,Mo360,3.297,PACGA,3.297,full,lowN,regular,1
6,4,Mo360,4.03,nohormone,4.03,full,lowN,regular,1
1,4,LH132,,PAC,,full,lowN,regular,1
2,4,LH132,,UCN,,full,lowN,regular,1
3,4,LH132,,PCZ,,full,lowN,regular,1
4,4,LH132,,GA,,full,lowN,regular,1
5,4,LH132,0,PACGA,,full,lowN,regular,1
6,4,LH132,,nohormone,,full,lowN,regular,1
1,4,B73,0,PAC,0,full,lowN,regular,1
2,4,B73,3.073,UCN,3.073,full,lowN,regular,1
3,4,B73,3.59,PCZ,3.59,full,lowN,regular,1
4,4,B73,3.192,GA,3.192,full,lowN,regular,1
5,4,B73,,PACGA,0,full,lowN,regular,1
6,4,B73,4.211,nohormone,4.211,full,lowN,regular,1
